accession_number,taxid,CatTemp,OGT,GC,SpName,SpHierarchie
GCF_000251105.1,1041930,thermophile,55.0,0.543,Methanocella_conradii,Archaea~Methanobacteriota~Methanomicrobia~Methanocellales~Methanocellaceae~Methanocella~Methanocella_conradii
GCF_013340765.1,1874277,thermophile,65.0,0.629,Conexivisphaera_calida,Archaea~Nitrososphaerota~Conexivisphaeria~Conexivisphaerales~Conexivisphaeraceae~Conexivisphaera~Conexivisphaera_calida
GCF_001412615.1,1273541,hyperthermophile,91.0,0.544,Pyrodictium_delaneyi,Archaea~Thermoproteota~Thermoprotei~Desulfurococcales~Pyrodictiaceae~Pyrodictium~Pyrodictium_delaneyi
GCF_003058365.1,1679096,mesophile,42.5,0.664,Halococcoides_cellulosivorans,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloarculaceae~Halococcoides~Halococcoides_cellulosivorans
GCF_003610195.1,148449,mesophile,40.0,0.655,Halopiger_aswanensis,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Halopiger~Halopiger_aswanensis
GCF_000069025.1,478009,thermophile,50.0,0.668,Halobacterium_salinarum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halobacteriaceae~Halobacterium~Halobacterium_salinarum
GCF_000337815.1,662479,mesophile,37.0,0.63,Haloferax_mucosum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Haloferax~Haloferax_mucosum
GCF_049414585.1,54254,hyperthermophile,85.0,0.477,Thermosphaera_aggregans,Archaea~Thermoproteota~Thermoprotei~Desulfurococcales~Desulfurococcaceae~Thermosphaera~Thermosphaera_aggregans
GCF_031454185.1,325778,psychrophile,20.0,0.432,Methanococcoides_alaskense,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanococcoides~Methanococcoides_alaskense
GCF_039641995.1,565033,thermophile,80.0,0.472,Geoglobus_acetivorans,Archaea~Methanobacteriota~Archaeoglobi~Archaeoglobales~Archaeoglobaceae~Geoglobus~Geoglobus_acetivorans
GCF_000015205.1,384616,hyperthermophile,100.0,0.496,Pyrobaculum_islandicum,Archaea~Thermoproteota~Thermoprotei~Thermoproteales~Thermoproteaceae~Pyrobaculum~Pyrobaculum_islandicum
GCF_002788215.1,1073996,mesophile,28.0,0.602,Halohasta_litchfieldiae,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halohasta~Halohasta_litchfieldiae
GCF_049603145.1,35745,mesophile,37.0,0.676,Haloferax_denitrificans,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Haloferax~Haloferax_denitrificans
GCF_000006805.1,64091,mesophile,42.0,0.67,Halobacterium_salinarum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halobacteriaceae~Halobacterium~Halobacterium_salinarum
GCF_013415885.1,869889,mesophile,42.0,0.685,Halosimplex_rubrum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloarculaceae~Halosimplex~Halosimplex_rubrum
GCF_902377425.1,368624,thermophile,46.5,0.689,Halorubrum_lipolyticum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_lipolyticum
GCF_000007225.1,178306,hyperthermophile,98.0,0.519,Pyrobaculum_aerophilum,Archaea~Thermoproteota~Thermoprotei~Thermoproteales~Thermoproteaceae~Pyrobaculum~Pyrobaculum_aerophilum
GCF_900100715.1,38026,mesophile,37.0,0.416,Methanolobus_vulcani,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanolobus~Methanolobus_vulcani
GCF_001592435.1,53952,hyperthermophile,85.0,0.525,Thermococcus_peptonophilus,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Thermococcus~Thermococcus_peptonophilus
GCF_000337735.1,1230460,thermophile,45.5,0.629,Natronorubrum_sulfidifaciens,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natronorubrum~Natronorubrum_sulfidifaciens
GCF_004114995.1,2508724,mesophile,38.0,0.675,Halorubrum_amylolyticum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_amylolyticum
GCF_000007185.1,190192,hyperthermophile,98.0,0.612,Methanopyrus_kandleri,Archaea~Methanobacteriota~Methanopyri~Methanopyrales~Methanopyraceae~Methanopyrus~Methanopyrus_kandleri
GCF_002355635.1,1048396,mesophile,40.0,0.67,Halopenitus_persicus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halopenitus~Halopenitus_persicus
GCF_900110465.1,660520,mesophile,37.0,0.644,Halogranum_amylolyticum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halogranum~Halogranum_amylolyticum
GCF_000019805.1,444157,hyperthermophile,85.0,0.604,Pyrobaculum_neutrophilum,Archaea~Thermoproteota~Thermoprotei~Thermoproteales~Thermoproteaceae~Pyrobaculum~Pyrobaculum_neutrophilum
GCF_000621965.1,1410664,mesophile,37.0,0.277,Methanobrevibacter_wolinii,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobrevibacter~Methanobrevibacter_wolinii
GCF_001484195.1,227598,thermophile,80.0,0.55,Thermococcus_celericrescens,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Thermococcus~Thermococcus_celericrescens
GCF_023227715.1,392018,mesophile,37.0,0.35,Methanobacterium_alcaliphilum,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobacterium~Methanobacterium_alcaliphilum
GCF_002287195.1,1077256,mesophile,37.0,0.305,Methanosphaera_cuniculi,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanosphaera~Methanosphaera_cuniculi
GCF_000517625.1,797299,mesophile,37.0,0.623,Halostagnicola_larsenii,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Halostagnicola~Halostagnicola_larsenii
GCF_000337555.1,29540,mesophile,37.0,0.636,Natrialba_asiatica,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natrialba~Natrialba_asiatica
GCF_900248165.1,2058097,thermophile,68.0,0.428,cNitrosocaldus_unclassified,Archaea~Nitrososphaerota~Nitrososphaeria~cNitrosocaldales~cNitrosocaldaceae~cNitrosocaldus~cNitrosocaldus_unclassified
GCF_903989535.1,293091,mesophile,45.0,0.485,Haloquadratum_walsbyi,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Haloquadratum~Haloquadratum_walsbyi
GCF_009729055.1,69656,thermophile,75.0,0.334,Sulfurisphaera_ohwakuensis,Archaea~Thermoproteota~Thermoprotei~Sulfolobales~Sulfolobaceae~Sulfurisphaera~Sulfurisphaera_ohwakuensis
GCF_900113245.1,553467,mesophile,37.0,0.657,Halopelagius_inordinatus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halopelagius~Halopelagius_inordinatus
GCF_000336995.1,1230454,mesophile,41.0,0.68,Halorubrum_aidingense,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_aidingense
GCF_002727125.1,1383844,mesophile,37.0,0.671,Halorubrum_persicum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_persicum
GCF_039545195.1,29282,mesophile,37.0,0.625,Haloarcula_japonica,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloarculaceae~Haloarcula~Haloarcula_japonica
GCF_000018465.1,436308,mesophile,32.0,0.346,Nitrosopumilus_maritimus,Archaea~Nitrososphaerota~Nitrososphaeria~Nitrosopumilales~Nitrosopumilaceae~Nitrosopumilus~Nitrosopumilus_maritimus
GCF_000784355.1,230356,mesophile,37.0,0.486,Methanolacinia_paynteri,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanomicrobiaceae~Methanolacinia~Methanolacinia_paynteri
GCF_002494345.1,373386,mesophile,37.0,0.649,Natrinema_ejinorense,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natrinema~Natrinema_ejinorense
GCF_900116525.1,2210,thermophile,50.0,0.44,Methanosarcina_thermophila,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanosarcina~Methanosarcina_thermophila
GCF_024495425.1,755306,mesophile,37.0,0.68,Haloarchaeobius_litoreus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halorubellaceae~Haloarchaeobius~Haloarchaeobius_litoreus
GCF_042662625.1,1198324,mesophile,39.5,0.669,Halopelagius_fulvigenes,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halopelagius~Halopelagius_fulvigenes
GCF_042661865.1,175631,mesophile,37.0,0.654,Halorubrum_tibetense,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_tibetense
GCF_007004735.1,2565931,mesophile,41.0,0.669,Salinigranum_halophilum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Salinigranum~Salinigranum_halophilum
GCF_000179575.2,647113,thermophile,65.0,0.313,Methanothermococcus_okinawensis,Archaea~Methanobacteriota~Methanococci~Methanococcales~Methanococcaceae~Methanothermococcus~Methanothermococcus_okinawensis
GCF_000025865.1,547558,mesophile,37.0,0.436,Methanohalophilus_mahii,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanohalophilus~Methanohalophilus_mahii
GCF_004765815.2,1364935,mesophile,37.0,0.663,Halorussus_salinus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haladaptataceae~Halorussus~Halorussus_salinus
GCF_000383975.1,1114856,mesophile,45.0,0.635,Natronorubrum_tibetense,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natronorubrum~Natronorubrum_tibetense
GCF_025914035.1,204050,mesophile,37.0,0.63,Methanoculleus_submarinus,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanomicrobiaceae~Methanoculleus~Methanoculleus_submarinus
GCF_000337455.1,797114,mesophile,38.5,0.684,Halosimplex_carlsbadense,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloarculaceae~Halosimplex~Halosimplex_carlsbadense
GCF_900103415.1,230361,mesophile,37.0,0.382,Methanobrevibacter_millerae,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobrevibacter~Methanobrevibacter_millerae
GCF_000015805.1,410359,hyperthermophile,90.0,0.578,Pyrobaculum_calidifontis,Archaea~Thermoproteota~Thermoprotei~Thermoproteales~Thermoproteaceae~Pyrobaculum~Pyrobaculum_calidifontis
GCF_004799605.1,2242,mesophile,38.5,0.672,Halobacterium_salinarum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halobacteriaceae~Halobacterium~Halobacterium_salinarum
GCF_900116205.1,619731,mesophile,30.0,0.631,Halostagnicola_kamekurae,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Halostagnicola~Halostagnicola_kamekurae
GCF_900109425.1,277988,hyperthermophile,84.0,0.542,Thermococcus_thioreducens,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Thermococcus~Thermococcus_thioreducens
GCF_034331585.1,2213,mesophile,41.0,0.446,Methanosarcina_unclassified,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanosarcina~Methanosarcina_unclassified
GCF_046062545.1,190974,mesophile,37.0,0.323,Methanobrevibacter_gottschalkii,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobrevibacter~Methanobrevibacter_gottschalkii
GCF_014635105.1,255616,mesophile,37.0,0.674,Haloferax_sulfurifontis,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Haloferax~Haloferax_sulfurifontis
GCF_009900715.1,2162894,mesophile,39.0,0.659,Halococcus_salsus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halococcaceae~Halococcus~Halococcus_salsus
GCF_000711215.1,694440,mesophile,37.0,0.514,Methanomicrobium_mobile,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanomicrobiaceae~Methanomicrobium~Methanomicrobium_mobile
GCF_000025325.1,543526,mesophile,37.0,0.658,Haloterrigena_turkmenica,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Haloterrigena~Haloterrigena_turkmenica
GCF_001593955.1,1008153,mesophile,37.0,0.634,Halalkalicoccus_paucihalophilus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halococcaceae~Halalkalicoccus~Halalkalicoccus_paucihalophilus
GCF_004126515.1,337243,mesophile,37.0,0.676,Halorubrum_ezzemoulense,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_ezzemoulense
GCF_028681455.1,90427,mesophile,37.0,0.629,Methanoculleus_unclassified,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanomicrobiaceae~Methanoculleus~Methanoculleus_unclassified
GCF_037081675.1,755308,mesophile,37.0,0.684,Halorubellus_litoreus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halorubellaceae~Halorubellus~Halorubellus_litoreus
GCF_000711905.1,1122233,thermophile,65.0,0.553,Methermicoccus_shengliensis,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methermicoccaceae~Methermicoccus~Methermicoccus_shengliensis
GCF_052598275.1,62319,mesophile,37.0,0.649,Halococcus_saccharolyticus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halococcaceae~Halococcus~Halococcus_saccharolyticus
GCF_023077655.1,1126241,mesophile,37.0,0.652,Halorientalis_brevis,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloarculaceae~Halorientalis~Halorientalis_brevis
GCF_000196895.1,795797,mesophile,37.0,0.639,Halalkalicoccus_jeotgali,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halococcaceae~Halalkalicoccus~Halalkalicoccus_jeotgali
GCF_000009965.1,69014,hyperthermophile,85.0,0.528,Thermococcus_kodakarensis,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Thermococcus~Thermococcus_kodakarensis
GCF_026616195.1,1198296,mesophile,37.0,0.678,Haloarchaeobius_amylolyticus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halorubellaceae~Haloarchaeobius~Haloarchaeobius_amylolyticus
GCF_002214385.1,71997,hyperthermophile,85.0,0.523,Thermococcus_gorgonarius,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Thermococcus~Thermococcus_gorgonarius
GCF_015209645.1,683846,thermophile,67.5,0.383,Fervidicoccus_fontis,Archaea~Thermoproteota~Thermoprotei~Fervidicoccales~Fervidicoccaceae~Fervidicoccus~Fervidicoccus_fontis
GCF_000217995.1,679901,mesophile,45.0,0.403,Methanosalsum_zhilinae,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanosalsum~Methanosalsum_zhilinae
GCF_024494575.1,767517,mesophile,30.0,0.678,Halorubrum_salinum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_salinum
GCF_000243255.1,937775,mesophile,40.0,0.433,Methanoplanus_limicola,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanomicrobiaceae~Methanoplanus~Methanoplanus_limicola
GCF_030296715.1,710191,mesophile,40.0,0.393,Methanobacterium_ferruginis,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobacterium~Methanobacterium_ferruginis
GCF_900110535.1,355548,mesophile,45.0,0.685,Halobacterium_jilantaiense,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halobacteriaceae~Halobacterium~Halobacterium_jilantaiense
GCF_001481685.1,940295,hyperthermophile,90.0,0.451,Ignicoccus_islandicus,Archaea~Thermoproteota~Thermoprotei~Desulfurococcales~Desulfurococcaceae~Ignicoccus~Ignicoccus_islandicus
GCF_000145295.1,79929,thermophile,65.0,0.497,Methanothermobacter_marburgensis,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanothermobacter~Methanothermobacter_marburgensis
GCF_000025625.1,547559,mesophile,37.0,0.623,Natrialba_magadii,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natrialba~Natrialba_magadii
GCF_000025505.1,589924,hyperthermophile,85.0,0.447,Ferroglobus_placidus,Archaea~Methanobacteriota~Archaeoglobi~Archaeoglobales~Archaeoglobaceae~Ferroglobus~Ferroglobus_placidus
GCF_004363215.1,91560,mesophile,35.0,0.447,Methanimicrococcus_blatticola,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanimicrococcus~Methanimicrococcus_blatticola
GCF_000021965.1,521011,mesophile,30.0,0.569,Methanosphaerula_palustris,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanoregulaceae~Methanosphaerula~Methanosphaerula_palustris
GCF_904067545.1,2016373,thermophile,77.5,0.554,Thermococcus_camini,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Thermococcus~Thermococcus_camini
GCF_000015225.1,368408,hyperthermophile,88.0,0.583,Thermofilum_pendens,Archaea~Thermoproteota~Thermoprotei~Thermofilales~Thermofilaceae~Thermofilum~Thermofilum_pendens
GCF_003111625.1,190975,mesophile,37.0,0.385,Methanobrevibacter_thaueri,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobrevibacter~Methanobrevibacter_thaueri
GCF_030055435.1,1884223,thermophile,55.0,0.494,Methanothermobacter_unclassified,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanothermobacter~Methanothermobacter_unclassified
GCF_000337375.1,1227482,mesophile,37.0,0.689,Halorubrum_lipolyticum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_lipolyticum
GCF_033472595.1,394967,thermophile,50.0,0.598,Methanoculleus_receptaculi,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanomicrobiaceae~Methanoculleus~Methanoculleus_receptaculi
GCF_009762275.1,1816183,mesophile,37.0,0.675,Haloplanus_rallus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Haloplanus~Haloplanus_rallus
GCF_009831455.1,1198300,mesophile,37.0,0.692,Salinirussus_salinus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloarculaceae~Salinirussus~Salinirussus_salinus
GCF_000016385.1,340102,hyperthermophile,95.0,0.558,Pyrobaculum_arsenaticum,Archaea~Thermoproteota~Thermoprotei~Thermoproteales~Thermoproteaceae~Pyrobaculum~Pyrobaculum_arsenaticum
GCF_052510705.1,129789,mesophile,37.0,0.633,Natrialba_aegyptia,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natrialba~Natrialba_aegyptia
GCF_042657325.1,2707018,mesophile,42.0,0.67,Halorubrum_glutamatedens,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_glutamatedens
GCF_000327485.1,593750,mesophile,30.0,0.563,Methanoregula_formicica,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanoregulaceae~Methanoregula~Methanoregula_formicica
GCF_019823105.1,1017351,mesophile,45.0,0.686,Halobaculum_magnesiiphilum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halobaculum~Halobaculum_magnesiiphilum
GCF_020700235.1,1008152,mesophile,39.5,0.578,Haladaptatus_pallidirubidus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haladaptataceae~Haladaptatus~Haladaptatus_pallidirubidus
GCF_900083515.1,1673428,mesophile,38.5,0.383,Cuniculiplasma_divulgatum,Archaea~Thermoplasmatota~Thermoplasmata~Thermoplasmatales~Cuniculiplasmataceae~Cuniculiplasma~Cuniculiplasma_divulgatum
GCF_000092465.1,591019,hyperthermophile,85.0,0.372,Staphylothermus_hellenicus,Archaea~Thermoproteota~Thermoprotei~Desulfurococcales~Desulfurococcaceae~Staphylothermus~Staphylothermus_hellenicus
GCF_005406325.1,523841,mesophile,37.0,0.616,Haloferax_mediterranei,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Haloferax~Haloferax_mediterranei
GCF_004217335.1,392421,mesophile,35.0,0.62,Natrinema_hispanicum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natrinema~Natrinema_hispanicum
GCF_000195915.1,273075,thermophile,55.0,0.473,Thermoplasma_acidophilum,Archaea~Thermoplasmatota~Thermoplasmata~Thermoplasmatales~Thermoplasmataceae~Thermoplasma~Thermoplasma_acidophilum
GCF_900129775.1,43928,mesophile,35.0,0.692,Halobaculum_gomorrense,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halobaculum~Halobaculum_gomorrense
GCF_902383895.1,1080712,mesophile,37.0,0.616,Methanomassiliicoccus_luminyensis,Archaea~Thermoplasmatota~Thermoplasmata~Methanomassiliicoccales~Methanomassiliicoccaceae~Methanomassiliicoccus~Methanomassiliicoccus_luminyensis
GCF_000337895.1,1227454,mesophile,38.5,0.648,Halobiforma_nitratireducens,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Halobiforma~Halobiforma_nitratireducens
GCF_020386975.1,2689387,thermophile,80.0,0.446,Thermococcus_bergensis,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Thermococcus~Thermococcus_bergensis
GCF_036754085.1,13773,hyperthermophile,98.0,0.522,Pyrobaculum_aerophilum,Archaea~Thermoproteota~Thermoprotei~Thermoproteales~Thermoproteaceae~Pyrobaculum~Pyrobaculum_aerophilum
GCF_022870485.1,179637,mesophile,37.0,0.634,Halococcus_dombrowskii,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halococcaceae~Halococcus~Halococcus_dombrowskii
GCF_029872365.1,1341552,mesophile,36.0,0.692,Halobacterium_rubrum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halobacteriaceae~Halobacterium~Halobacterium_rubrum
GCF_014647115.1,489911,mesophile,42.5,0.694,Halarchaeum_rubridurum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halobacteriaceae~Halarchaeum~Halarchaeum_rubridurum
GCF_023008545.1,1586232,mesophile,45.0,0.644,Natribaculum_luteum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natribaculum~Natribaculum_luteum
GCF_002761295.1,39664,mesophile,37.0,0.43,Methanohalophilus_portucalensis,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanohalophilus~Methanohalophilus_portucalensis
GCF_022064045.1,99938,thermophile,70.0,0.482,Metallosphaera_unclassified,Archaea~Thermoproteota~Thermoprotei~Sulfolobales~Sulfolobaceae~Metallosphaera~Metallosphaera_unclassified
GCF_001563245.1,294671,mesophile,37.0,0.302,Methanobrevibacter_olleyae,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobrevibacter~Methanobrevibacter_olleyae
GCF_002153915.1,1927129,thermophile,50.0,0.392,Methanonatronarchaeum_thermophilum,Archaea~Methanobacteriota~Methanonatronarchaeia~Methanonatronarchaeales~Methanonatronarchaeaceae~Methanonatronarchaeum~Methanonatronarchaeum_thermophilum
GCF_002287235.1,1036679,mesophile,30.0,0.421,Methanosarcina_spelaei,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanosarcina~Methanosarcina_spelaei
GCF_000017185.1,419665,mesophile,42.0,0.313,Methanococcus_aeolicus,Archaea~Methanobacteriota~Methanococci~Methanococcales~Methanococcaceae~Methanococcus~Methanococcus_aeolicus
GCF_001748385.1,867917,hyperthermophile,85.0,0.498,Vulcanisaeta_thermophila,Archaea~Thermoproteota~Thermoprotei~Thermoproteales~Thermoproteaceae~Vulcanisaeta~Vulcanisaeta_thermophila
GCF_000337915.1,1227484,mesophile,37.0,0.679,Halorubrum_saccharovorum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_saccharovorum
GCF_000337175.1,1230459,mesophile,38.5,0.647,Natrinema_gari,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natrinema~Natrinema_gari
GCF_026586625.1,1364940,mesophile,37.0,0.683,Halobium_salinum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halobium~Halobium_salinum
GCF_017352095.1,370324,mesophile,43.0,0.654,Natrinema_longum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natrinema~Natrinema_longum
GCF_000337515.1,1227490,mesophile,37.0,0.653,Halovivax_asiaticus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Halovivax~Halovivax_asiaticus
GCF_024494655.1,1433523,mesophile,30.0,0.64,Halorubrum_laminariae,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_laminariae
GCF_001402945.1,507754,mesophile,40.0,0.353,Acidiplasma_aeolicum,Archaea~Thermoplasmatota~Thermoplasmata~Thermoplasmatales~Ferroplasmaceae~Acidiplasma~Acidiplasma_aeolicum
GCF_000204925.1,1006006,thermophile,65.0,0.428,Metallosphaera_cuprina,Archaea~Thermoproteota~Thermoprotei~Sulfolobales~Sulfolobaceae~Metallosphaera~Metallosphaera_cuprina
GCF_000956175.1,1580092,mesophile,31.0,0.34,Nitrosopumilus_adriaticus,Archaea~Nitrososphaerota~Nitrososphaeria~Nitrosopumilales~Nitrosopumilaceae~Nitrosopumilus~Nitrosopumilus_adriaticus
GCF_000023945.1,519442,thermophile,50.0,0.637,Halorhabdus_utahensis,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloarculaceae~Halorhabdus~Halorhabdus_utahensis
GCF_009729035.1,41675,thermophile,80.0,0.383,Stygiolobus_azoricus,Archaea~Thermoproteota~Thermoprotei~Sulfolobales~Sulfolobaceae~Stygiolobus~Stygiolobus_azoricus
GCF_000969885.1,523844,thermophile,50.0,0.438,Methanosarcina_thermophila,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanosarcina~Methanosarcina_thermophila
GCF_006861655.1,2511997,mesophile,37.0,0.636,Halonotius_roseus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halonotius~Halonotius_roseus
GCF_000015825.1,368407,mesophile,28.0,0.63,Methanoculleus_marisnigri,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanomicrobiaceae~Methanoculleus~Methanoculleus_marisnigri
GCF_000025285.1,572546,hyperthermophile,82.0,0.423,Archaeoglobus_profundus,Archaea~Methanobacteriota~Archaeoglobi~Archaeoglobales~Archaeoglobaceae~Archaeoglobus~Archaeoglobus_profundus
GCF_000018305.1,397948,hyperthermophile,85.0,0.439,Caldivirga_maquilingensis,Archaea~Thermoproteota~Thermoprotei~Thermoproteales~Thermoproteaceae~Caldivirga~Caldivirga_maquilingensis
GCF_000091665.1,243232,hyperthermophile,85.0,0.318,Methanocaldococcus_jannaschii,Archaea~Methanobacteriota~Methanococci~Methanococcales~Methanocaldococcaceae~Methanocaldococcus~Methanocaldococcus_jannaschii
